Ascension,Level,AmountMelee,PrecalculatedAmountMelee,AmountRanged,PrecalculatedAmountRanged,AmountSpell,PrecalculatedAmountSpell,Melee Total MAGs,Ranged Total MAGs,Spell Total MAGs
6,1720,6,3.82E+40,3.00E+00,2.13E+36,1.50E+01,1.10E+39,40.58,36.33,39.04
6,1760,6,2.29E+41,3.00E+00,6.39E+36,1.70E+01,1.86E+40,41.36,36.81,40.27
6,1800,6,1.37E+42,3.00E+00,1.92E+37,1.70E+01,3.17E+41,42.14,37.28,41.50
6,1840,6,8.24E+42,3.00E+00,5.75E+37,1.70E+01,5.38E+42,42.92,37.76,42.73
6,1880,5,4.12E+43,3.00E+00,1.73E+38,1.90E+01,1.02E+44,43.62,38.24,44.01
6,1920,5,2.06E+44,5.00E+00,8.63E+38,1.90E+01,1.94E+45,44.31,38.94,45.29
6,1960,4,8.24E+44,6.00E+00,5.18E+39,1.90E+01,3.69E+46,44.92,39.71,46.57
6,2000,10000,8.24E+48,1.00E+15,5.18E+54,1.00E+03,3.69E+49,48.92,54.71,49.57
6,2050,50,4.12E+50,6.00E+00,3.11E+55,2.00E+00,7.38E+49,50.62,55.49,49.87
6,2100,45,1.85E+52,6.00E+00,1.86E+56,2.00E+00,1.48E+50,52.27,56.27,50.17
6,2150,40,7.42E+53,6.00E+00,1.12E+57,2.00E+00,2.95E+50,53.87,57.05,50.47
6,2200,35,2.60E+55,6.00E+00,6.71E+57,2.00E+00,5.91E+50,55.41,57.83,50.77
6,2250,30,7.79E+56,6.00E+00,4.02E+58,5.00E+00,2.95E+51,56.89,58.60,51.47
6,2300,25,1.95E+58,6.00E+00,2.41E+59,1.00E+01,2.95E+52,58.29,59.38,52.47
6,2350,20,3.90E+59,6.00E+00,1.45E+60,1.00E+01,2.95E+53,59.59,60.16,53.47
6,2400,15,5.84E+60,6.00E+00,8.69E+60,1.00E+01,2.95E+54,60.77,60.94,54.47
6,2450,10,5.84E+61,6.00E+00,5.22E+61,1.00E+01,2.95E+55,61.77,61.72,55.47
6,2500,8,4.67E+62,6.00E+00,3.13E+62,1.00E+01,2.95E+56,62.67,62.50,56.47
6,2550,6,2.80E+63,6.00E+00,1.88E+63,1.00E+01,2.95E+57,63.45,63.27,57.47
6,2600,4,1.12E+64,6.00E+00,1.13E+64,1.00E+01,2.95E+58,64.05,64.05,58.47
6,2650,4,4.49E+64,6.00E+00,6.76E+64,1.00E+01,2.95E+59,64.65,64.83,59.47
6,2700,3,1.35E+65,6.00E+00,4.06E+65,1.00E+01,2.95E+60,65.13,65.61,60.47
6,2750,3,4.04E+65,6.00E+00,2.43E+66,1.00E+01,2.95E+61,65.61,66.39,61.47
6,2800,3,1.21E+66,6.00E+00,1.46E+67,1.00E+01,2.95E+62,66.08,67.16,62.47
6,2850,2,2.42E+66,6.00E+00,8.76E+67,1.00E+01,2.95E+63,66.38,67.94,63.47
6,2900,2,4.85E+66,6.00E+00,5.26E+68,1.30E+01,3.84E+64,66.69,68.72,64.58
6,2950,2,9.69E+66,6.00E+00,3.15E+69,5.00E+01,1.92E+66,66.99,69.50,66.28
6,3000,1000,9.69E+69,1.00E+11,3.15E+80,1.00E+03,1.92E+69,69.99,80.50,69.28
6,3050,70,6.78E+71,6.00E+00,1.89E+81,2.00E+00,3.84E+69,71.83,81.28,69.58
6,3100,65,4.41E+73,6.00E+00,1.14E+82,2.00E+00,7.68E+69,73.64,82.06,69.89
6,3150,60,2.65E+75,6.00E+00,6.81E+82,2.00E+00,1.54E+70,75.42,82.83,70.19
6,3200,55,1.46E+77,6.00E+00,4.09E+83,2.00E+00,3.07E+70,77.16,83.61,70.49
6,3250,50,7.28E+78,6.00E+00,2.45E+84,5.00E+00,1.54E+71,78.86,84.39,71.19
6,3300,45,3.27E+80,6.00E+00,1.47E+85,1.00E+01,1.54E+72,80.52,85.17,72.19
6,3350,40,1.31E+82,6.00E+00,8.83E+85,1.50E+01,2.30E+73,82.12,85.95,73.36
6,3400,35,4.58E+83,6.00E+00,5.30E+86,2.00E+01,4.61E+74,83.66,86.72,74.66
6,3450,30,1.38E+85,6.00E+00,3.18E+87,3.00E+01,1.38E+76,85.14,87.50,76.14
6,3500,25,3.44E+86,6.00E+00,1.91E+88,4.00E+01,5.53E+77,86.54,88.28,77.74
6,3550,20,6.88E+87,6.00E+00,1.14E+89,5.00E+01,2.76E+79,87.84,89.06,79.44
6,3600,15,1.03E+89,6.00E+00,6.87E+89,6.00E+01,1.66E+81,89.01,89.84,81.22
6,3650,10,1.03E+90,6.00E+00,4.12E+90,7.00E+01,1.16E+83,90.01,90.61,83.06
6,3700,10,1.03E+91,6.00E+00,2.47E+91,8.00E+01,9.29E+84,91.01,91.39,84.97
6,3750,5,5.16E+91,6.00E+00,1.48E+92,8.00E+01,7.43E+86,91.71,92.17,86.87
6,3800,5,2.58E+92,6.00E+00,8.90E+92,9.00E+01,6.69E+88,92.41,92.95,88.83
6,3850,2,5.16E+92,6.00E+00,5.34E+93,9.00E+01,6.02E+90,92.71,93.73,90.78
6,3900,2,1.03E+93,6.00E+00,3.20E+94,9.00E+01,5.42E+92,93.01,94.51,92.73
6,3950,2,2.06E+93,6.00E+00,1.92E+95,1.00E+02,5.42E+94,93.31,95.28,94.73
6,4000,1000,2.06E+96,1.00E+09,1.92E+104,1.00E+02,5.42E+96,96.31,104.28,96.73
6,4050,70,1.44E+98,5.00E+00,9.61E+104,2.00E+00,1.08E+97,98.16,104.98,97.03
6,4100,65,9.39E+99,5.00E+00,4.80E+105,2.00E+00,2.17E+97,99.97,105.68,97.34
6,4150,60,5.63E+101,5.00E+00,2.40E+106,2.00E+00,4.33E+97,101.75,106.38,97.64
6,4200,55,3.10E+103,5.00E+00,1.20E+107,2.00E+00,8.66E+97,103.49,107.08,97.94
6,4250,50,1.55E+105,5.00E+00,6.01E+107,5.00E+00,4.33E+98,105.19,107.78,98.64
6,4300,45,6.97E+106,5.00E+00,3.00E+108,1.00E+01,4.33E+99,106.84,108.48,99.64
6,4350,40,2.79E+108,5.00E+00,1.50E+109,1.50E+01,6.50E+100,108.45,109.18,100.81
6,4400,35,9.76E+109,5.00E+00,7.51E+109,2.00E+01,1.30E+102,109.99,109.88,102.11
6,4450,30,2.93E+111,5.00E+00,3.75E+110,3.00E+01,3.90E+103,111.47,110.57,103.59
6,4500,25,7.32E+112,5.00E+00,1.88E+111,4.00E+01,1.56E+105,112.86,111.27,105.19
6,4550,20,1.46E+114,5.00E+00,9.38E+111,5.00E+01,7.80E+106,114.17,111.97,106.89
6,4600,15,2.20E+115,5.00E+00,4.69E+112,6.00E+01,4.68E+108,115.34,112.67,108.67
6,4650,10,2.20E+116,5.00E+00,2.35E+113,7.00E+01,3.28E+110,116.34,113.37,110.52
6,4700,10,2.20E+117,5.00E+00,1.17E+114,8.00E+01,2.62E+112,117.34,114.07,112.42
6,4750,5,1.10E+118,5.00E+00,5.86E+114,9.00E+01,2.36E+114,118.04,114.77,114.37
6,4800,5,5.49E+118,5.00E+00,2.93E+115,1.00E+02,2.36E+116,118.74,115.47,116.37
6,4850,2,1.10E+119,5.00E+00,1.47E+116,1.00E+02,2.36E+118,119.04,116.17,118.37
6,4900,2,2.20E+119,5.00E+00,7.33E+116,1.00E+02,2.36E+120,119.34,116.87,120.37
6,4950,2,4.39E+119,5.00E+00,3.67E+117,1.00E+02,2.36E+122,119.64,117.56,122.37
6,5000,1000,4.39E+122,1.00E+13,3.67E+130,1.00E+03,2.36E+125,122.64,130.56,125.37
6,5050,70,3.07E+124,3.00E+00,1.10E+131,2.00E+00,4.72E+125,124.49,131.04,125.67
6,5100,65,2.00E+126,3.00E+00,3.30E+131,2.00E+00,9.43E+125,126.30,131.52,125.97
6,5150,60,1.20E+128,3.00E+00,9.90E+131,2.00E+00,1.89E+126,128.08,132.00,126.28
6,5200,55,6.59E+129,3.00E+00,2.97E+132,2.00E+00,3.77E+126,129.82,132.47,126.58
6,5250,50,3.30E+131,3.00E+00,8.91E+132,5.00E+00,1.89E+127,131.52,132.95,127.28
6,5300,45,1.48E+133,3.00E+00,2.67E+133,1.00E+01,1.89E+128,133.17,133.43,128.28
6,5350,40,5.93E+134,3.00E+00,8.02E+133,1.50E+01,2.83E+129,134.77,133.90,129.45
6,5400,35,2.08E+136,3.00E+00,2.40E+134,2.00E+01,5.66E+130,136.32,134.38,130.75
6,5450,30,6.23E+137,3.00E+00,7.21E+134,3.00E+01,1.70E+132,137.79,134.86,132.23
6,5500,25,1.56E+139,3.00E+00,2.16E+135,4.00E+01,6.79E+133,139.19,135.34,133.83
6,5550,20,3.12E+140,3.00E+00,6.49E+135,5.00E+01,3.40E+135,140.49,135.81,135.53
6,5600,15,4.67E+141,3.00E+00,1.95E+136,6.00E+01,2.04E+137,141.67,136.29,137.31
6,5650,10,4.67E+142,3.00E+00,5.84E+136,7.00E+01,1.43E+139,142.67,136.77,139.15
6,5700,10,4.67E+143,3.00E+00,1.75E+137,8.00E+01,1.14E+141,143.67,137.24,141.06
6,5750,5,2.34E+144,3.00E+00,5.26E+137,9.00E+01,1.03E+143,144.37,137.72,143.01
6,5800,5,1.17E+145,3.00E+00,1.58E+138,1.00E+02,1.03E+145,145.07,138.20,145.01
6,5850,2,2.34E+145,3.00E+00,4.73E+138,1.00E+02,1.03E+147,145.37,138.68,147.01
6,5900,2,4.67E+145,3.00E+00,1.42E+139,1.00E+02,1.03E+149,145.67,139.15,149.01
6,5950,2,9.35E+145,3.00E+00,4.26E+139,1.00E+02,1.03E+151,145.97,139.63,151.01
6,6000,1000,9.35E+148,1.00E+13,4.26E+152,1.00E+03,1.03E+154,148.97,152.63,154.01
