StartRank,EndRank,PrizeType,PrizeID,TierID,Rewards,ResourceRewards,AvatarReward,Diamonds,TitanPoint,HolidayCurrency,SkillPoint,Perk,EquipmentShards,Pet,Weapon,PremiumWeapon
0,0,Type3,10004,N,"Avatar:AvatarSuperTournament1,Diamonds:1800,TitanPoints:210,HolidayCurrency:300,HelperWeapon:48,FortuneHelperWeapon:36","Diamonds:1800,TitanPoints:210,HolidayCurrency:300,HelperWeapon:48,FortuneHelperWeapon:36",Avatar:AvatarSuperTournament1,1800,210,300,0,0,0,0,48,36
1,1,Type3,10004,M,"Avatar:AvatarSuperTournament1,Diamonds:1200,TitanPoints:150,HolidayCurrency:250,HelperWeapon:36,FortuneHelperWeapon:24","Diamonds:1200,TitanPoints:150,HolidayCurrency:250,HelperWeapon:36,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament1,1200,150,250,0,0,0,0,36,24
2,2,Type3,10004,M,"Avatar:AvatarSuperTournament2,Diamonds:900,TitanPoints:105,HolidayCurrency:230,HelperWeapon:30,FortuneHelperWeapon:18","Diamonds:900,TitanPoints:105,HolidayCurrency:230,HelperWeapon:30,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament2,900,105,230,0,0,0,0,30,18
3,10,Type3,10004,L,"Avatar:AvatarSuperTournament3,Diamonds:600,TitanPoints:90,HolidayCurrency:200,HelperWeapon:24,FortuneHelperWeapon:18","Diamonds:600,TitanPoints:90,HolidayCurrency:200,HelperWeapon:24,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament3,600,90,200,0,0,0,0,24,18
11,25,Type3,10004,K,"Avatar:AvatarSuperTournament4,Diamonds:450,TitanPoints:75,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:450,TitanPoints:75,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,450,75,180,0,0,0,0,24,12
26,50,Type3,10004,J,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:60,HolidayCurrency:160,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:300,TitanPoints:60,HolidayCurrency:160,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,300,60,160,0,0,0,0,18,12
51,80,Type3,10004,I,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:45,HolidayCurrency:140,HelperWeapon:12,FortuneHelperWeapon:12","Diamonds:225,TitanPoints:45,HolidayCurrency:140,HelperWeapon:12,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,225,45,140,0,0,0,0,12,12
81,130,Type3,10004,H,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:30,HolidayCurrency:120,HelperWeapon:6,FortuneHelperWeapon:6","Diamonds:90,TitanPoints:30,HolidayCurrency:120,HelperWeapon:6,FortuneHelperWeapon:6",Avatar:AvatarSuperTournament4,90,30,120,0,0,0,0,6,6
131,200,Type3,10004,H,"Avatar:AvatarSuperTournament4,Diamonds:60,TitanPoints:15,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:0","Diamonds:60,TitanPoints:15,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:0",Avatar:AvatarSuperTournament4,60,15,100,0,0,0,0,6,0
0,0,Type3,10003,N,"Avatar:AvatarSuperTournament1,Diamonds:1350,TitanPoints:210,HolidayCurrency:300,HelperWeapon:48,FortuneHelperWeapon:36","Diamonds:1350,TitanPoints:210,HolidayCurrency:300,HelperWeapon:48,FortuneHelperWeapon:36",Avatar:AvatarSuperTournament1,1350,210,300,0,0,0,0,48,36
1,1,Type3,10003,M,"Avatar:AvatarSuperTournament1,Diamonds:1050,TitanPoints:150,HolidayCurrency:250,HelperWeapon:36,FortuneHelperWeapon:24","Diamonds:1050,TitanPoints:150,HolidayCurrency:250,HelperWeapon:36,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament1,1050,150,250,0,0,0,0,36,24
2,2,Type3,10003,M,"Avatar:AvatarSuperTournament2,Diamonds:675,TitanPoints:105,HolidayCurrency:230,HelperWeapon:30,FortuneHelperWeapon:18","Diamonds:675,TitanPoints:105,HolidayCurrency:230,HelperWeapon:30,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament2,675,105,230,0,0,0,0,30,18
3,10,Type3,10003,L,"Avatar:AvatarSuperTournament3,Diamonds:525,TitanPoints:90,HolidayCurrency:200,HelperWeapon:24,FortuneHelperWeapon:18","Diamonds:525,TitanPoints:90,HolidayCurrency:200,HelperWeapon:24,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament3,525,90,200,0,0,0,0,24,18
11,25,Type3,10003,K,"Avatar:AvatarSuperTournament4,Diamonds:375,TitanPoints:75,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:375,TitanPoints:75,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,375,75,180,0,0,0,0,24,12
26,50,Type3,10003,J,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:60,HolidayCurrency:160,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:300,TitanPoints:60,HolidayCurrency:160,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,300,60,160,0,0,0,0,18,12
51,80,Type3,10003,I,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:45,HolidayCurrency:140,HelperWeapon:12,FortuneHelperWeapon:12","Diamonds:225,TitanPoints:45,HolidayCurrency:140,HelperWeapon:12,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,225,45,140,0,0,0,0,12,12
81,130,Type3,10003,H,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:30,HolidayCurrency:120,HelperWeapon:6,FortuneHelperWeapon:6","Diamonds:90,TitanPoints:30,HolidayCurrency:120,HelperWeapon:6,FortuneHelperWeapon:6",Avatar:AvatarSuperTournament4,90,30,120,0,0,0,0,6,6
131,200,Type3,10003,H,"Avatar:AvatarSuperTournament4,Diamonds:60,TitanPoints:15,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:0","Diamonds:60,TitanPoints:15,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:0",Avatar:AvatarSuperTournament4,60,15,100,0,0,0,0,6,0
0,0,Type3,10002,N,"Avatar:AvatarSuperTournament1,Diamonds:1200,TitanPoints:210,HolidayCurrency:300,HelperWeapon:48,FortuneHelperWeapon:36","Diamonds:1200,TitanPoints:210,HolidayCurrency:300,HelperWeapon:48,FortuneHelperWeapon:36",Avatar:AvatarSuperTournament1,1200,210,300,0,0,0,0,48,36
1,1,Type3,10002,M,"Avatar:AvatarSuperTournament1,Diamonds:900,TitanPoints:150,HolidayCurrency:250,HelperWeapon:36,FortuneHelperWeapon:24","Diamonds:900,TitanPoints:150,HolidayCurrency:250,HelperWeapon:36,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament1,900,150,250,0,0,0,0,36,24
2,2,Type3,10002,M,"Avatar:AvatarSuperTournament2,Diamonds:600,TitanPoints:105,HolidayCurrency:230,HelperWeapon:30,FortuneHelperWeapon:18","Diamonds:600,TitanPoints:105,HolidayCurrency:230,HelperWeapon:30,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament2,600,105,230,0,0,0,0,30,18
3,10,Type3,10002,L,"Avatar:AvatarSuperTournament3,Diamonds:450,TitanPoints:90,HolidayCurrency:200,HelperWeapon:24,FortuneHelperWeapon:18","Diamonds:450,TitanPoints:90,HolidayCurrency:200,HelperWeapon:24,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament3,450,90,200,0,0,0,0,24,18
11,25,Type3,10002,K,"Avatar:AvatarSuperTournament4,Diamonds:300,TitanPoints:75,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:300,TitanPoints:75,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,300,75,180,0,0,0,0,24,12
26,50,Type3,10002,J,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:60,HolidayCurrency:160,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:225,TitanPoints:60,HolidayCurrency:160,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,225,60,160,0,0,0,0,18,12
51,80,Type3,10002,I,"Avatar:AvatarSuperTournament4,Diamonds:150,TitanPoints:45,HolidayCurrency:140,HelperWeapon:12,FortuneHelperWeapon:12","Diamonds:150,TitanPoints:45,HolidayCurrency:140,HelperWeapon:12,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,150,45,140,0,0,0,0,12,12
81,130,Type3,10002,H,"Avatar:AvatarSuperTournament4,Diamonds:75,TitanPoints:30,HolidayCurrency:120,HelperWeapon:6,FortuneHelperWeapon:6","Diamonds:75,TitanPoints:30,HolidayCurrency:120,HelperWeapon:6,FortuneHelperWeapon:6",Avatar:AvatarSuperTournament4,75,30,120,0,0,0,0,6,6
131,200,Type3,10002,H,"Avatar:AvatarSuperTournament4,Diamonds:45,TitanPoints:15,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:0","Diamonds:45,TitanPoints:15,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:0",Avatar:AvatarSuperTournament4,45,15,100,0,0,0,0,6,0
0,0,Type3,10001,N,"Avatar:AvatarSuperTournament1,Diamonds:900,TitanPoints:210,HolidayCurrency:300,HelperWeapon:48,FortuneHelperWeapon:36","Diamonds:900,TitanPoints:210,HolidayCurrency:300,HelperWeapon:48,FortuneHelperWeapon:36",Avatar:AvatarSuperTournament1,900,210,300,0,0,0,0,48,36
1,1,Type3,10001,M,"Avatar:AvatarSuperTournament1,Diamonds:750,TitanPoints:150,HolidayCurrency:250,HelperWeapon:36,FortuneHelperWeapon:24","Diamonds:750,TitanPoints:150,HolidayCurrency:250,HelperWeapon:36,FortuneHelperWeapon:24",Avatar:AvatarSuperTournament1,750,150,250,0,0,0,0,36,24
2,2,Type3,10001,M,"Avatar:AvatarSuperTournament2,Diamonds:450,TitanPoints:105,HolidayCurrency:230,HelperWeapon:30,FortuneHelperWeapon:18","Diamonds:450,TitanPoints:105,HolidayCurrency:230,HelperWeapon:30,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament2,450,105,230,0,0,0,0,30,18
3,10,Type3,10001,L,"Avatar:AvatarSuperTournament3,Diamonds:300,TitanPoints:90,HolidayCurrency:200,HelperWeapon:24,FortuneHelperWeapon:18","Diamonds:300,TitanPoints:90,HolidayCurrency:200,HelperWeapon:24,FortuneHelperWeapon:18",Avatar:AvatarSuperTournament3,300,90,200,0,0,0,0,24,18
11,25,Type3,10001,K,"Avatar:AvatarSuperTournament4,Diamonds:225,TitanPoints:75,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:12","Diamonds:225,TitanPoints:75,HolidayCurrency:180,HelperWeapon:24,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,225,75,180,0,0,0,0,24,12
26,50,Type3,10001,J,"Avatar:AvatarSuperTournament4,Diamonds:150,TitanPoints:60,HolidayCurrency:160,HelperWeapon:18,FortuneHelperWeapon:12","Diamonds:150,TitanPoints:60,HolidayCurrency:160,HelperWeapon:18,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,150,60,160,0,0,0,0,18,12
51,80,Type3,10001,I,"Avatar:AvatarSuperTournament4,Diamonds:90,TitanPoints:45,HolidayCurrency:140,HelperWeapon:12,FortuneHelperWeapon:12","Diamonds:90,TitanPoints:45,HolidayCurrency:140,HelperWeapon:12,FortuneHelperWeapon:12",Avatar:AvatarSuperTournament4,90,45,140,0,0,0,0,12,12
81,130,Type3,10001,H,"Avatar:AvatarSuperTournament4,Diamonds:60,TitanPoints:30,HolidayCurrency:120,HelperWeapon:6,FortuneHelperWeapon:6","Diamonds:60,TitanPoints:30,HolidayCurrency:120,HelperWeapon:6,FortuneHelperWeapon:6",Avatar:AvatarSuperTournament4,60,30,120,0,0,0,0,6,6
131,200,Type3,10001,H,"Avatar:AvatarSuperTournament4,Diamonds:30,TitanPoints:15,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:0","Diamonds:30,TitanPoints:15,HolidayCurrency:100,HelperWeapon:6,FortuneHelperWeapon:0",Avatar:AvatarSuperTournament4,30,15,100,0,0,0,0,6,0
