CardA,CardB,CardC,ExcludeCards,DeckID,MinWorld,MaxWorld,MinFloor,MaxFloor,Notes
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",64,65,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",66,66,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",66,66,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",67,67,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",67,67,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",67,67,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",67,67,1,999,Standard - Armor
RandomAffliction,Fuse,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow","RandomAffliction,Fuse,MentalFocus",68,68,1,999,Affliction World
RandomAffliction,RuneAttack,AstralEcho,"Fuse,SandsOfTime","RandomAffliction,RuneAttack,AstralEcho",68,68,1,999,Affliction World
RandomAffliction,RuneAttack,ImpactAttack,"BurningAttack,Fuse,PlagueAttack,SandsOfTime","RandomAffliction,RuneAttack,ImpactAttack",68,68,1,999,Affliction World
RandomAffliction,Shadow,InnerTruth,"BurningAttack,Disease,Fuse,PlagueAttack,PoisonAttack,Swarm,SandsOfTime","RandomAffliction,Shadow,InnerTruth",68,68,1,999,Affliction World
PowerBubble,RuinousRust,RandomSupport,"AstralEcho,BurstBoost,CrushingVoid,ExecutionersAxe,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport","PowerBubble,RuinousRust,RandomSupport",68,68,1,999,Affliction World
RandomAffliction,Swarm,CrushingVoid,RuneAttack,"RandomAffliction,Swarm,CrushingVoid",68,68,1,999,Affliction World
RandomAffliction,PlagueAttack,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,Shadow","RandomAffliction,PlagueAttack,MentalFocus",68,68,1,999,Affliction World
RandomAffliction,BurningAttack,SuperheatMetal,"DecayingAttack,Disease,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","RandomAffliction,BurningAttack,SuperheatMetal",68,68,1,999,Affliction World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",69,72,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",69,72,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",69,72,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",69,72,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",69,72,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",69,72,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",69,72,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",69,72,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",69,70,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",69,70,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",69,70,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",69,70,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",69,70,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",71,71,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",71,71,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",72,72,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",72,72,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",72,72,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",72,72,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",72,72,1,999,Standard - Armor
SkullBash,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,MoonBeam,Purify,RazorWind,WhipOfLightning","SkullBash,RandomBurst,ExecutionersAxe",73,73,1,999,Burst World
LimbBurst,RandomBurst,RandomSupport,"BurstBoost,CrushingVoid,ExecutionersAxe,FinisherAttack,ImpactAttack,InnerTruth,MentalFocus,MirrorForce,MoonBeam,Purify,SkullBash,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","LimbBurst,RandomBurst,RandomSupport",73,73,1,999,Burst World
MoonBeam,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,RazorWind,SkullBash,WhipOfLightning","MoonBeam,RandomBurst,ExecutionersAxe",73,73,1,999,Burst World
RazorWind,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,ExecutionersAxe,FinisherAttack,FlakShot,Fragmentize,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","RazorWind,RandomBurst,RandomSupport",73,73,1,999,Burst World
BurstCount,RandomBurst,BurstBoost,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,WhipOfLightning","BurstCount,RandomBurst,BurstBoost",73,73,1,999,Burst World
Haymaker,RandomBurst,RandomSupport,"BurstBoost,BurstCount,CelestialStatic,CrushingVoid,ExecutionersAxe,FlakShot,Fragmentize,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport,WhipOfLightning","Haymaker,RandomBurst,RandomSupport",73,73,1,999,Burst World
Fragmentize,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,CrushingVoid,ExecutionersAxe,FinisherAttack,FlakShot,ImpactAttack,InnerTruth,LimbBurst,LimbSupport,MentalFocus,MirrorForce,MoonBeam,Purify,RazorWind,SkullBash,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","Fragmentize,RandomBurst,RandomSupport",73,73,1,999,Burst World
FlakShot,RandomBurst,BurstBoost,"CelestialStatic,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning,Weaken","FlakShot,RandomBurst,BurstBoost",73,73,1,999,Burst World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",74,77,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",74,77,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",74,77,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",74,77,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",74,77,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",74,77,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",74,77,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",74,77,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",74,75,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime,Weaken","AstralEcho,RandomAffliction,RandomBurst",74,75,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",74,75,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",74,75,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",74,75,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",76,76,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",76,76,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",77,77,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",77,77,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",77,77,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",77,77,1,999,Standard - Armor
RandomAffliction,Fuse,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow","RandomAffliction,Fuse,MentalFocus",78,78,1,999,Affliction World
RandomAffliction,RuneAttack,AstralEcho,"Fuse,SandsOfTime","RandomAffliction,RuneAttack,AstralEcho",78,78,1,999,Affliction World
RandomAffliction,RuneAttack,ImpactAttack,"BurningAttack,Fuse,PlagueAttack,SandsOfTime","RandomAffliction,RuneAttack,ImpactAttack",78,78,1,999,Affliction World
RandomAffliction,Shadow,InnerTruth,"BurningAttack,Disease,Fuse,PlagueAttack,PoisonAttack,Swarm,SandsOfTime","RandomAffliction,Shadow,InnerTruth",78,78,1,999,Affliction World
PowerBubble,RuinousRust,RandomSupport,"AstralEcho,BurstBoost,CrushingVoid,ExecutionersAxe,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport","PowerBubble,RuinousRust,RandomSupport",78,78,1,999,Affliction World
RandomAffliction,Swarm,CrushingVoid,RuneAttack,"RandomAffliction,Swarm,CrushingVoid",78,78,1,999,Affliction World
RandomAffliction,PlagueAttack,MentalFocus,"DecayingAttack,PoisonAttack,PowerBubble,Shadow","RandomAffliction,PlagueAttack,MentalFocus",78,78,1,999,Affliction World
RandomAffliction,BurningAttack,SuperheatMetal,"DecayingAttack,Disease,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","RandomAffliction,BurningAttack,SuperheatMetal",78,78,1,999,Affliction World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",79,82,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",79,82,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",79,82,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",79,82,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",79,82,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",79,82,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",79,82,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",79,82,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",79,80,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",79,80,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",79,80,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",79,80,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",79,80,1,999,Standard - Armor
LimbSupport,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,Fuse,MirrorForce,MoonBeam,PlagueAttack,Purify,RazorWind,RuneAttack,SkullBash,WhipOfLightning,FlakShot,Fragmentize,CelestialStatic,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",81,81,1,999,Standard - No Armor
BurstBoost,BurstCount,RandomBurst,"CelestialStatic,Haymaker,MirrorForce,Purify,WhipOfLightning,FlakShot,Fragmentize","BurstBoost,BurstCount,RandomBurst",81,81,1,999,Standard - No Armor
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime,Weaken","LimbSupport,RandomAffliction,RandomBurst",82,82,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime","AstralEcho,RandomAffliction,RandomBurst",82,82,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",82,82,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",82,82,1,999,Standard - Armor
SuperheatMetal,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","SuperheatMetal,RandomAffliction,RandomAffliction",82,82,1,999,Standard - Armor
SkullBash,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,MoonBeam,Purify,RazorWind,WhipOfLightning","SkullBash,RandomBurst,ExecutionersAxe",83,83,1,999,Burst World
LimbBurst,RandomBurst,RandomSupport,"BurstBoost,CrushingVoid,ExecutionersAxe,FinisherAttack,ImpactAttack,InnerTruth,MentalFocus,MirrorForce,MoonBeam,Purify,SkullBash,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","LimbBurst,RandomBurst,RandomSupport",83,83,1,999,Burst World
MoonBeam,RandomBurst,ExecutionersAxe,"CelestialStatic,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,RazorWind,SkullBash,WhipOfLightning","MoonBeam,RandomBurst,ExecutionersAxe",83,83,1,999,Burst World
RazorWind,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,ExecutionersAxe,FinisherAttack,FlakShot,Fragmentize,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","RazorWind,RandomBurst,RandomSupport",83,83,1,999,Burst World
BurstCount,RandomBurst,BurstBoost,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,WhipOfLightning","BurstCount,RandomBurst,BurstBoost",83,83,1,999,Burst World
Haymaker,RandomBurst,RandomSupport,"BurstBoost,BurstCount,CelestialStatic,CrushingVoid,ExecutionersAxe,FlakShot,Fragmentize,ImpactAttack,InnerTruth,LimbSupport,MentalFocus,MirrorForce,Purify,SpinalTap,SuperheatMetal,TeamTactics,TriangleSupport,WhipOfLightning","Haymaker,RandomBurst,RandomSupport",83,83,1,999,Burst World
Fragmentize,RandomBurst,RandomSupport,"AstralEcho,BurstBoost,CelestialStatic,CrushingVoid,ExecutionersAxe,FinisherAttack,FlakShot,ImpactAttack,InnerTruth,LimbBurst,LimbSupport,MentalFocus,MirrorForce,MoonBeam,Purify,RazorWind,SkullBash,TeamTactics,TotemFairySkill,TriangleSupport,WhipOfLightning","Fragmentize,RandomBurst,RandomSupport",83,83,1,999,Burst World
FlakShot,RandomBurst,BurstBoost,"CelestialStatic,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning,Weaken","FlakShot,RandomBurst,BurstBoost",83,83,1,999,Burst World
TotemFairySkill,Purify,RandomAffliction,"BurningAttack,DecayingAttack,Disease,Fuse,MagicPotion,PlagueAttack,PowerBubble,RuneAttack,Shadow,SandsOfTime","TotemFairySkill,Purify,RandomAffliction",84,87,1,999,Standard
TriangleSupport,WhipOfLightning,RandomAffliction,"DecayingAttack,Fuse,PoisonAttack,PowerBubble,Shadow,SandsOfTime","TriangleSupport,WhipOfLightning,RandomAffliction",84,87,1,999,Standard
InnerTruth,RandomAffliction,RandomAffliction,"BurningAttack,Disease,Fuse,PlagueAttack,Swarm,MagicPotion,SandsOfTime","InnerTruth,RandomAffliction,RandomAffliction",84,87,1,999,Standard
MentalFocus,RandomAffliction,RandomAffliction,"DecayingAttack,PoisonAttack,PowerBubble,RuinousRust,RuneAttack,Shadow","MentalFocus,RandomAffliction,RandomAffliction",84,87,1,999,Standard
ExecutionersAxe,RuneAttack,RandomBurst,"BurstCount,CelestialStatic,ChainLightning,FlakShot,Fragmentize,Haymaker,LimbBurst,MirrorForce,Purify,WhipOfLightning,Weaken","ExecutionersAxe,RuneAttack,RandomBurst",84,87,1,999,Standard
FinisherAttack,Haymaker,RandomBurst,"BurstCount,CelestialStatic,FlakShot,Fragmentize,LimbBurst,MirrorForce,Purify,WhipOfLightning","FinisherAttack,Haymaker,RandomBurst",84,87,1,999,Standard
ImpactAttack,RandomBurst,RandomAffliction,"BurstCount,CelestialStatic,FlakShot,Fragmentize,MirrorForce,MoonBeam,Purify,RuinousRust,SkullBash,WhipOfLightning,SandsOfTime,Weaken","ImpactAttack,RandomBurst,RandomAffliction",84,87,1,999,Standard
CrushingVoid,RandomAffliction,RandomBurst,"BurningAttack,BurstCount,CelestialStatic,ChainLightning,DecayingAttack,Disease,FlakShot,Fragmentize,Fuse,MirrorForce,MoonBeam,PlagueAttack,PoisonAttack,Purify,RuinousRust,RuneAttack,SkullBash,WhipOfLightning,SandsOfTime,Weaken","CrushingVoid,RandomAffliction,RandomBurst",84,87,1,999,Standard
LimbSupport,RandomAffliction,RandomBurst,"ChainLightning,BurstCount,RazorWind,Purify,SkullBash,MoonBeam,WhipOfLightning,BurningAttack,DecayingAttack,RuneAttack,MirrorForce,PowerBubble,Fuse,SandsOfTime","LimbSupport,RandomAffliction,RandomBurst",84,85,1,999,Standard - Armor
AstralEcho,RandomAffliction,RandomBurst,"MoonBeam,Fragmentize,SkullBash,RazorWind,BurstCount,Purify,LimbBurst,MirrorForce,BurningAttack,PoisonAttack,DecayingAttack,Fuse,Shadow,PlagueAttack,Disease,PowerBubble,RuneAttack,SandsOfTime,Weaken","AstralEcho,RandomAffliction,RandomBurst",84,85,1,999,Standard - Armor
BurstBoost,BurstCount,RandomBurst,"Haymaker,Purify,WhipOfLightning,ChainLightning,CelestialStatic,MirrorForce","BurstBoost,BurstCount,RandomBurst",84,85,1,999,Standard - Armor
SpinalTap,Fragmentize,RandomBurst,"CelestialStatic,FlakShot,Haymaker,MirrorForce,Purify,RazorWind,WhipOfLightning","SpinalTap,Fragmentize,RandomBurst",84,85,1,999,Standard - Armor
