Level,Rarity0,Rarity1,Rarity2,Rarity3,Rarity4,Note,Rarity0_Chance,Rarity1_Chance,Rarity2_Chance,Rarity3_Chance,Rarity4_Chance,RESEARCHSHARD_EV,cost per
883,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
884,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
885,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
886,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
887,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
888,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
889,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
890,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
891,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
892,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
893,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
894,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
895,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
896,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
897,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
898,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
899,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
900,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
901,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
902,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
903,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
904,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
905,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
906,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
907,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
908,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
909,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
910,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
911,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
912,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
913,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
914,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
915,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
916,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
917,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
918,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
919,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
920,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
921,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
922,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
923,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
924,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
925,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
926,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
927,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
928,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
929,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
930,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
931,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
932,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
933,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
934,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
935,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
936,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
937,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
938,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
939,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
940,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
941,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
942,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
943,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
944,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
945,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
946,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
947,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
948,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
949,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
950,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
951,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
952,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
953,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
954,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
955,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
956,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
957,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
958,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
959,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
960,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
961,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
962,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
963,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
964,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
965,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
966,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
967,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
968,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
969,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
970,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
971,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
972,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
973,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
974,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
975,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
976,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
977,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
978,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
979,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
980,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
981,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
982,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
983,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
984,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
985,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
986,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
987,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
988,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
989,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
990,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
991,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
992,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
993,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
994,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
995,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
996,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
997,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
998,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
999,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
1000,0,35000,35000,20000,10000,,0.00%,35.00%,35.00%,20.00%,10.00%,6.95,
